temperature,humidity,pir,ultrasonic_distance,distance_change,entry_exit_event,mq135_raw,mq135_change,gas_rise_streak,true_occupancy
31.04,61.18,0,216.31,-15.1,NONE,1153.44,-7.9,6,1
31.78,65.53,0,167.73,2.29,NONE,1111.51,8.29,1,0
26.69,49.17,0,207.36,11.44,NONE,1756.83,27.5,4,1
32.32,48.75,0,244.72,8.43,NONE,1471.79,-17.44,3,1
24.82,57.27,0,176.42,7.07,NONE,1500.78,-7.99,5,0
28.41,72.5,0,193.18,92.51,EXIT,1674.32,-32.44,2,0
28.82,76.56,1,82.37,-37.5,ENTER,1476.47,19.22,5,1
28.73,75.81,0,120.07,1.76,NONE,1260.46,0.92,9,1
32.21,58.39,0,213.98,3.6,NONE,1647.58,27.64,11,1
35.85,52.28,0,223.39,-5.14,NONE,1250.09,-8.65,9,1
30.0,49.13,1,193.42,11.56,NONE,1211.74,-11.55,1,0
24.06,41.38,0,243.65,-15.05,NONE,1121.88,3.37,0,0
28.75,66.67,0,185.97,-7.01,NONE,1247.12,-18.96,0,0
25.28,47.56,1,250.03,14.99,NONE,1117.46,42.44,0,0
31.58,56.38,1,117.58,-29.81,NONE,1176.35,-12.56,0,1
40.0,75.33,0,256.56,-1.34,NONE,985.35,6.1,7,1
35.57,87.74,0,250.97,-3.9,NONE,1302.87,28.78,4,1
27.17,80.67,1,130.66,-46.69,ENTER,1594.98,7.59,4,1
37.38,75.22,1,209.32,40.44,NONE,1143.76,20.47,1,1
30.34,64.43,0,174.49,-47.05,NONE,1117.35,-9.17,5,1
20.75,76.28,0,260.59,-8.93,NONE,988.53,0.99,2,0
31.76,56.88,1,96.88,-18.3,ENTER,1590.5,12.65,3,1
25.93,68.44,1,203.24,23.69,EXIT,1127.75,24.4,1,1
24.13,68.64,0,227.03,-2.39,NONE,1165.99,21.47,3,1
31.7,69.01,0,235.8,5.75,NONE,1802.17,33.62,8,1
32.65,54.98,0,147.84,61.6,EXIT,1312.95,-6.06,1,0
31.69,71.84,0,147.15,-5.22,NONE,1285.79,-7.36,0,0
31.32,76.32,1,215.51,8.94,NONE,2035.75,22.34,7,1
32.94,49.39,0,171.73,2.8,NONE,955.94,-22.17,5,0
26.98,53.71,0,210.5,7.18,NONE,1748.36,13.68,7,1
27.56,54.29,0,166.46,8.12,NONE,1341.91,27.33,10,1
27.89,51.49,0,202.01,8.78,NONE,1199.72,-4.19,0,0
31.29,48.46,0,193.82,-2.42,NONE,839.2,31.97,6,1
29.99,88.47,0,220.99,4.43,NONE,1698.13,3.06,0,0
26.86,75.37,1,231.07,17.84,NONE,1333.17,11.88,1,0
24.88,58.25,0,168.16,-56.67,ENTER,1290.15,11.65,4,1
37.4,55.18,1,192.26,-6.46,NONE,1115.27,20.49,2,0
32.75,40.48,0,255.82,40.4,EXIT,1445.7,2.0,2,1
28.91,80.58,0,257.49,-9.08,NONE,1547.49,4.08,5,1
31.79,60.78,0,238.26,9.87,NONE,943.56,5.02,11,1
25.66,93.22,1,171.61,-79.43,ENTER,1614.83,40.26,0,1
29.07,80.08,0,202.2,7.98,NONE,1313.04,14.59,4,0
27.22,77.17,0,234.15,-6.25,NONE,1046.8,-38.11,5,0
35.49,51.4,0,158.62,-0.13,NONE,1191.29,-0.67,3,0
32.45,52.87,0,132.21,20.53,NONE,1285.68,-28.75,5,0
25.3,61.53,0,214.77,5.5,NONE,1391.91,17.49,2,0
29.16,70.63,0,258.96,5.43,NONE,1631.45,14.35,4,0
25.57,47.6,1,155.62,-41.04,NONE,1301.07,20.42,5,1
32.47,69.92,1,191.75,-6.78,NONE,976.93,3.74,3,0
30.89,57.4,1,230.61,-10.37,NONE,1459.19,-5.37,1,0
25.49,51.46,0,217.06,-6.11,NONE,1812.52,25.22,7,1
25.66,62.83,0,229.55,-6.01,NONE,1826.53,3.6,0,0
32.47,67.99,0,165.04,-15.46,NONE,1369.52,27.91,5,1
29.84,73.25,0,313.88,-0.69,NONE,887.05,9.29,0,0
26.12,64.72,0,245.59,11.5,NONE,1190.35,28.76,1,0
25.29,65.84,0,207.04,-15.28,NONE,1329.47,4.33,3,0
21.16,75.63,0,108.88,2.27,NONE,1356.91,23.24,12,1
18.83,64.67,0,321.37,36.48,EXIT,1323.87,-13.38,0,0
22.82,55.22,0,249.26,6.1,NONE,780.29,8.35,1,0
26.08,78.81,0,210.83,-6.56,NONE,1669.36,11.45,11,1
26.34,53.95,1,187.85,3.88,NONE,1241.91,-10.27,2,0
26.75,68.52,1,147.9,-33.87,NONE,1433.68,-18.43,8,1
25.22,61.36,0,252.64,-4.97,NONE,1123.94,37.78,4,1
28.07,57.46,1,214.92,-8.44,NONE,1288.2,-10.14,2,0
36.91,81.73,0,164.99,15.38,NONE,1701.66,-35.1,4,0
23.84,71.5,0,124.97,10.42,NONE,1496.89,25.37,0,0
24.26,81.4,0,200.53,3.52,NONE,1533.19,-5.19,11,1
25.39,51.13,0,264.68,-2.34,NONE,1021.52,18.93,0,0
28.36,27.55,0,253.64,15.58,NONE,1202.06,-14.05,9,1
28.39,62.57,0,259.11,-2.4,NONE,1557.89,30.21,2,0
30.33,77.55,0,207.83,-0.94,NONE,1170.46,-29.83,2,1
22.68,54.13,1,158.84,-9.5,NONE,1583.95,-15.42,3,0
30.63,71.84,0,296.55,-38.74,NONE,1155.22,6.9,7,1
28.09,52.1,0,170.99,5.21,NONE,1332.18,-14.44,3,0
25.4,49.54,0,133.93,-1.85,NONE,1482.01,-1.34,1,0
29.83,57.55,0,252.04,-12.52,NONE,1321.29,20.2,0,0
32.43,78.29,0,165.44,-0.2,NONE,1761.28,7.21,2,0
31.49,49.22,0,158.69,3.53,NONE,899.17,-13.05,5,0
29.0,55.92,0,170.13,12.15,NONE,1455.13,19.96,4,1
32.8,46.03,0,175.51,-84.38,ENTER,1557.54,6.61,4,0
25.94,65.59,0,220.1,-1.02,NONE,1535.25,-10.29,14,1
33.05,50.97,0,163.38,6.08,NONE,1588.12,39.9,0,0
26.35,43.56,0,253.89,-13.7,NONE,1422.77,40.24,0,0
29.9,65.34,1,163.96,36.0,NONE,740.76,36.24,5,1
20.3,63.11,1,169.51,-4.0,NONE,1403.47,17.08,7,1
35.35,74.92,1,197.56,21.77,NONE,1657.35,47.67,3,1
29.79,60.38,1,201.54,-3.12,NONE,1656.31,-13.25,6,1
27.08,58.15,0,234.76,8.46,NONE,1682.18,-12.17,6,1
24.92,74.43,1,187.66,9.14,NONE,1408.79,17.32,5,1
29.11,54.95,1,243.38,41.74,NONE,1509.61,22.79,4,1
32.69,67.52,0,312.58,-8.19,NONE,1076.4,11.12,2,0
32.21,56.96,1,219.97,-5.93,NONE,1426.77,-7.92,3,0
24.69,51.77,0,265.82,23.28,NONE,1507.06,5.42,5,1
30.7,62.26,1,205.94,28.22,NONE,1883.33,-1.96,1,1
29.89,58.5,0,160.74,2.71,NONE,1363.06,4.73,11,1
28.86,63.95,0,184.91,10.36,NONE,1276.82,-39.04,3,0
31.65,71.12,1,186.18,-13.64,NONE,1614.72,31.22,2,1
33.51,32.56,0,182.03,14.46,NONE,1574.48,38.86,8,1
33.0,69.06,0,268.29,-30.23,NONE,1280.69,17.38,0,0
33.61,86.4,0,263.93,-20.8,NONE,1262.04,-4.33,2,0
32.68,43.28,0,231.78,-5.07,NONE,1403.13,6.11,2,0
32.49,60.56,0,218.92,54.72,EXIT,1127.93,-17.8,0,1
21.8,70.29,1,226.29,-10.38,NONE,1424.78,22.9,0,1
21.6,67.95,0,250.78,-5.53,NONE,1298.55,-3.74,0,0
33.99,76.8,1,112.14,0.38,NONE,1275.83,12.1,5,0
28.63,85.29,0,157.82,10.28,NONE,1519.5,14.94,4,1
31.95,51.67,0,20.0,38.22,EXIT,1627.47,24.02,0,1
30.58,62.74,0,239.36,0.24,NONE,1324.15,-4.88,5,0
25.98,51.57,0,208.44,-33.83,ENTER,1155.04,-9.53,0,0
30.5,56.76,0,127.88,-46.55,ENTER,1686.19,8.37,2,0
28.51,76.01,0,200.2,7.38,NONE,1598.12,23.68,1,0
25.2,71.51,0,239.77,2.06,NONE,1714.42,-32.11,5,1
27.87,40.67,0,188.3,-5.22,NONE,1503.65,-2.52,1,0
29.97,64.28,0,184.31,-1.1,NONE,1123.8,8.37,0,0
28.84,81.67,0,205.74,0.59,NONE,1559.64,7.6,8,1
35.12,68.8,0,237.02,-4.32,NONE,1671.98,-0.02,6,1
19.64,42.08,0,201.77,3.87,NONE,1507.44,13.65,5,1
18.0,41.57,0,193.65,14.83,NONE,1173.05,1.55,0,0
29.59,59.47,0,232.4,0.67,NONE,1450.37,-2.72,0,0
26.02,67.44,0,249.45,-14.74,NONE,1638.11,16.92,6,1
20.64,67.08,0,196.18,0.16,NONE,1458.47,19.9,3,1
34.05,42.06,0,262.81,3.52,NONE,912.83,14.92,2,0
29.56,80.86,0,176.17,2.33,NONE,1425.53,-6.11,4,1
27.57,73.97,0,233.42,-21.31,NONE,1331.79,-1.66,2,1
28.6,54.31,0,211.51,-10.62,NONE,807.43,-21.43,1,0
35.76,66.36,0,161.18,-14.37,NONE,1812.71,3.33,4,0
33.02,66.65,0,196.17,23.88,NONE,1555.87,16.3,0,1
32.74,85.41,0,214.69,7.0,NONE,1385.52,40.09,1,1
31.29,59.58,1,227.51,-13.84,NONE,1577.53,-2.26,2,0
29.66,65.8,0,136.0,7.05,NONE,1650.64,46.22,6,1
32.89,46.04,0,179.0,-4.43,NONE,1453.57,-13.24,0,0
26.92,65.43,0,181.03,-0.47,NONE,1659.3,25.95,7,1
25.83,74.97,1,205.48,-11.11,NONE,1927.64,42.03,6,1
26.53,55.64,1,266.44,-6.89,NONE,1321.61,21.8,0,0
27.93,49.74,1,121.51,-75.13,ENTER,1493.71,-1.35,5,1
31.9,33.2,0,71.55,-63.13,ENTER,1667.01,45.51,0,1
29.38,71.38,0,222.98,-15.38,NONE,1409.15,-8.65,5,0
28.38,47.89,0,196.91,-1.66,NONE,1516.62,-1.01,4,1
26.03,62.31,0,230.12,-4.77,NONE,1173.69,12.7,2,0
24.53,76.42,0,185.15,-11.74,NONE,1110.15,-36.14,1,0
26.31,79.4,0,242.74,-47.17,ENTER,1630.6,14.45,1,0
30.5,62.52,0,132.37,-14.37,NONE,1648.97,21.44,7,1
37.84,67.99,0,248.22,17.44,NONE,1712.83,16.69,3,1
30.6,63.98,1,229.88,28.09,NONE,1148.99,56.57,3,1
27.18,40.43,1,202.64,-4.32,NONE,1144.34,-22.06,4,1
33.6,71.07,1,156.81,13.67,NONE,1325.23,33.94,4,1
31.59,63.29,1,257.93,-3.64,NONE,1654.83,-14.6,0,0
32.28,62.22,0,133.55,50.33,EXIT,1588.9,-1.26,3,0
30.15,74.81,0,168.23,-6.63,NONE,1372.0,-4.96,0,0
23.95,51.79,0,205.39,-5.55,NONE,2230.93,23.59,5,1
29.25,64.51,0,180.97,-8.56,NONE,1491.87,7.98,11,1
30.82,65.69,0,188.68,-11.15,NONE,1428.89,19.19,0,0
26.98,84.42,0,169.97,-12.5,NONE,1367.37,-16.57,2,0
28.01,63.33,0,139.83,-2.0,NONE,1458.89,-7.8,12,1
32.1,56.86,0,160.06,7.77,NONE,1386.33,45.94,7,1
32.11,44.09,0,180.84,4.55,NONE,1367.68,47.26,4,1
27.55,57.49,0,202.73,15.9,NONE,1594.99,0.23,7,1
24.93,61.73,0,151.41,1.83,NONE,1014.92,1.93,0,0
24.44,76.87,0,245.03,4.06,NONE,1394.69,2.83,11,1
29.75,82.56,1,154.81,-12.62,NONE,1743.85,19.85,2,0
27.16,73.18,0,145.96,6.94,NONE,1105.29,16.71,1,0
31.16,62.35,0,220.0,-4.07,NONE,1311.21,17.32,0,0
20.48,68.74,0,184.19,-52.76,ENTER,1060.46,-37.43,2,0
24.85,53.25,1,161.04,-45.99,ENTER,1137.36,-20.27,4,1
38.71,44.54,0,122.16,-2.47,NONE,1422.07,19.51,4,0
26.77,65.99,0,196.55,4.66,NONE,1239.7,-11.1,1,0
32.23,68.25,0,200.26,6.19,NONE,1218.19,13.2,13,1
24.33,50.08,1,202.73,-19.54,NONE,1100.76,-6.26,2,0
27.62,78.25,0,179.93,1.17,NONE,1239.97,7.62,2,0
32.07,35.37,0,220.49,-15.22,NONE,1405.43,21.47,10,1
32.36,48.63,0,186.19,-22.36,NONE,1355.54,7.01,7,1
21.87,69.41,0,214.5,-10.57,NONE,1212.72,10.18,8,1
18.34,74.08,0,171.01,-77.74,NONE,1427.98,27.67,7,1
28.82,45.58,0,191.86,0.44,NONE,1503.18,-5.94,1,0
25.26,46.56,0,200.52,-2.51,NONE,1140.83,33.21,6,1
27.24,75.05,1,263.64,-7.5,NONE,1717.61,24.58,8,1
36.89,60.5,0,159.41,-17.52,NONE,1320.27,-9.52,3,0
32.0,48.71,0,269.6,17.7,NONE,1532.35,0.74,0,0
27.91,58.31,0,126.31,12.22,NONE,1193.28,-21.84,0,0
30.48,71.75,0,209.51,-3.87,NONE,1163.2,7.92,0,0
28.29,33.27,1,177.98,-33.43,NONE,1577.02,12.57,5,1
25.38,81.89,1,210.6,-13.69,NONE,1298.57,-2.37,1,0
27.81,64.97,1,160.08,-40.4,ENTER,1484.87,-19.84,3,0
36.0,79.93,0,204.43,-3.24,NONE,1688.2,3.61,0,0
27.33,65.54,0,141.48,2.47,NONE,1334.41,22.69,0,0
32.07,68.06,0,164.18,-14.96,NONE,1293.83,7.87,2,0
28.92,37.56,0,209.8,3.38,NONE,1064.78,-15.32,0,0
26.37,72.62,0,181.7,-9.1,NONE,1699.5,-1.94,0,0
31.56,73.84,0,251.13,-8.73,NONE,1432.0,33.91,0,0
24.53,60.33,1,228.49,-3.78,NONE,1262.85,22.13,3,1
27.14,87.11,0,237.08,48.43,EXIT,1704.32,-12.19,4,0
32.04,62.58,0,77.61,-14.94,ENTER,1344.23,10.38,1,1
32.65,61.45,0,167.33,-2.7,NONE,949.81,-13.36,3,0
28.59,72.08,0,88.8,3.0,NONE,1000.93,10.11,0,0
34.15,77.17,0,154.68,17.06,NONE,1313.71,-3.62,2,0
33.77,48.2,1,258.56,26.99,NONE,1781.42,60.78,2,1
25.37,49.96,1,228.81,5.2,NONE,1507.83,7.09,6,1
24.94,83.86,0,162.75,-0.35,NONE,1712.57,4.92,4,0
30.7,63.73,0,249.71,8.12,NONE,1744.05,-4.08,1,0
34.37,57.4,0,241.34,-10.72,NONE,1017.56,-5.67,3,0
28.2,61.72,0,207.71,11.17,NONE,1349.2,-38.18,0,0
25.09,77.41,0,256.8,-0.81,NONE,1200.66,-5.49,1,0
32.04,77.06,0,260.41,-6.11,NONE,1359.92,-16.55,1,0
22.5,64.73,0,250.29,27.68,EXIT,1132.17,-11.19,0,0
22.29,54.76,1,187.39,9.1,NONE,1366.38,39.73,0,0
28.13,74.21,1,118.24,16.41,NONE,1636.55,-7.73,3,1
29.59,62.01,0,84.61,-13.6,NONE,1364.25,-49.58,3,0
29.7,49.7,1,213.13,-14.51,NONE,1798.79,27.1,3,1
26.09,56.27,0,268.06,-13.1,NONE,1033.82,0.51,1,0
28.68,56.8,0,286.5,-17.23,NONE,1420.47,15.76,0,0
25.39,53.68,1,241.12,-12.22,NONE,1473.27,21.98,2,1
34.24,60.08,0,207.31,-1.24,NONE,1667.39,22.0,14,1
30.07,69.13,0,162.88,-5.56,NONE,1574.13,12.34,6,1
33.51,71.27,0,181.11,-11.59,NONE,1166.46,23.45,0,0
34.21,73.18,0,159.61,-83.87,ENTER,1819.02,23.7,4,1
31.05,83.75,0,255.7,6.18,NONE,1103.08,6.34,3,0
26.46,39.89,0,194.27,-1.18,NONE,1688.49,-16.25,8,1
22.13,49.88,0,172.11,1.02,NONE,1352.09,4.13,12,1
26.61,77.1,0,156.79,-3.79,NONE,1089.81,-0.29,0,0
31.35,91.05,1,233.69,-69.51,NONE,1230.54,3.02,2,1
26.3,65.88,1,261.21,-35.58,NONE,1453.19,64.91,8,1
27.85,61.61,1,175.3,-6.17,NONE,1259.6,14.7,4,1
28.86,53.77,0,199.41,-4.34,NONE,1330.77,11.5,10,1
27.93,87.3,1,213.71,-24.09,NONE,1697.97,24.95,9,1
21.37,55.67,1,239.26,12.4,NONE,1413.43,58.19,1,1
24.85,68.65,1,198.18,-1.88,NONE,1145.55,39.83,5,1
24.05,61.9,0,189.9,8.55,NONE,898.04,-37.44,0,0
31.28,63.34,0,187.37,0.14,NONE,1021.32,12.72,14,1
18.0,61.74,0,131.83,-28.16,ENTER,1559.77,-5.36,2,1
27.6,49.12,0,194.17,-4.81,NONE,1250.38,31.05,3,1
24.82,38.25,0,84.22,9.43,NONE,1682.02,-43.47,0,0
32.08,72.31,1,152.34,9.98,NONE,1095.71,29.78,5,0
28.27,60.06,0,172.11,18.19,NONE,1581.56,15.2,5,1
35.1,84.59,0,272.43,-26.98,ENTER,1094.43,-25.35,3,0
29.95,62.67,0,215.47,39.57,NONE,1500.81,7.39,3,1
29.52,45.29,1,198.18,-3.76,NONE,1637.42,19.1,4,1
35.43,68.51,1,252.09,2.22,NONE,1235.83,-34.37,3,0
32.49,61.08,1,46.31,-88.41,ENTER,1907.57,12.52,5,1
21.84,51.92,0,220.03,16.42,NONE,1523.94,15.5,8,1
30.83,52.69,0,177.39,31.3,NONE,1682.25,25.95,3,1
29.91,66.24,0,179.74,-6.81,NONE,1642.41,-28.3,2,0
25.35,71.77,0,181.0,1.63,NONE,1585.94,27.45,1,0
26.09,63.44,0,327.89,0.6,NONE,1537.08,24.97,3,0
28.83,57.51,0,263.03,0.71,NONE,1218.48,-34.92,0,0
27.04,56.99,0,206.41,5.16,NONE,1330.78,20.21,0,0
24.77,42.0,0,226.45,-10.27,NONE,1693.6,8.34,8,1
23.93,72.61,0,114.69,4.02,NONE,1234.4,7.78,2,0
27.96,45.52,0,264.61,-55.66,ENTER,1101.86,-1.28,1,0
24.36,43.72,0,265.6,-2.02,NONE,1707.01,13.2,0,0
29.06,52.05,0,134.63,-27.74,NONE,1510.97,8.88,0,0
27.19,73.45,0,234.33,-11.57,NONE,1269.36,-29.01,0,0
24.72,34.61,1,95.8,60.43,NONE,1801.58,27.45,8,1
36.61,89.43,0,216.41,30.3,EXIT,1613.75,-8.26,4,1
37.81,70.45,1,236.58,-2.82,NONE,1549.76,16.0,7,1
24.46,75.83,0,202.84,-23.86,NONE,1398.6,5.88,9,1
27.8,59.16,0,234.69,0.4,NONE,1637.27,14.17,0,0
36.08,69.94,0,212.56,-25.61,NONE,981.31,1.1,4,0
32.12,32.89,0,244.04,-13.41,NONE,1325.1,1.57,1,0
31.18,54.13,0,131.91,6.3,NONE,1581.25,3.59,8,1
27.35,64.4,1,224.5,-20.49,NONE,1252.68,16.5,2,0
28.17,69.84,0,177.23,-8.17,NONE,1429.8,-0.18,13,1
30.31,67.87,1,20.0,-35.83,ENTER,1306.4,-17.95,0,1
30.49,60.89,0,148.06,-12.19,NONE,1427.84,-4.22,6,1
26.17,66.27,0,195.71,-44.16,NONE,1568.15,8.07,3,1
33.81,52.83,0,217.29,-0.03,NONE,1188.64,3.3,4,0
25.39,52.99,1,209.09,37.08,NONE,1038.41,11.74,3,1
35.03,76.81,1,191.12,11.29,NONE,1169.03,19.31,6,1
32.57,77.33,0,136.39,-12.12,NONE,1405.98,8.09,0,0
27.14,62.25,0,186.64,-15.1,NONE,1472.3,28.01,8,1
24.03,65.24,0,192.62,1.17,NONE,1376.1,14.61,0,0
25.04,75.09,0,224.26,3.33,NONE,945.7,4.09,3,1
23.99,41.1,0,187.84,-4.03,NONE,1658.64,3.01,4,1
27.56,55.58,0,226.14,3.0,NONE,1378.01,28.47,2,0
31.93,69.4,0,160.61,3.51,NONE,1701.49,-13.89,0,0
27.47,71.87,0,189.77,14.74,NONE,1508.14,29.79,10,1
31.49,77.03,0,163.31,-17.84,NONE,1366.21,33.96,11,1
33.61,64.78,0,157.93,-10.45,NONE,1673.25,30.26,0,1
22.46,71.79,0,193.2,-70.95,ENTER,1534.23,-35.43,1,0
28.86,75.92,1,231.89,-5.63,NONE,1489.69,-7.54,4,0
28.42,62.81,0,281.79,5.23,NONE,1656.82,-17.69,0,0
30.75,53.47,1,66.91,-65.59,ENTER,1594.69,7.69,1,1
21.35,67.92,0,207.43,-5.52,NONE,1584.3,-2.7,5,1
31.21,66.33,0,154.84,14.92,NONE,1431.82,18.09,0,0
27.23,67.33,0,215.51,10.74,NONE,1732.89,17.53,10,1
26.24,72.23,0,209.9,81.88,EXIT,1615.0,28.88,1,0
34.4,64.31,0,201.21,12.55,NONE,1281.11,20.25,7,1
32.31,60.04,0,245.85,-9.98,NONE,1407.42,14.4,1,0
26.37,67.92,0,254.61,53.7,EXIT,1537.6,-16.64,0,0
30.55,78.3,0,203.78,7.51,NONE,1400.24,-22.5,3,0
28.44,76.19,0,243.35,10.36,NONE,1405.37,10.38,0,0
26.19,68.71,1,245.67,5.8,EXIT,1761.47,3.06,4,1
37.99,59.55,0,183.03,-9.92,NONE,1497.19,-0.15,0,0
27.87,67.78,1,210.18,-47.16,NONE,1081.89,22.11,7,1
29.99,57.92,0,138.67,7.06,NONE,1346.56,-14.89,5,0
33.01,61.53,0,227.54,-6.35,NONE,1319.84,5.4,9,1
26.33,63.97,0,202.86,15.57,NONE,1693.64,18.9,11,1
26.35,83.89,1,199.02,1.16,NONE,1110.35,-4.08,2,1
21.46,69.96,0,133.18,-13.41,ENTER,771.45,17.89,2,1
27.85,65.0,0,136.47,10.89,NONE,1376.94,5.55,1,0
27.46,64.73,0,184.84,-13.74,ENTER,1269.99,2.49,0,0
27.9,45.87,0,252.28,-18.52,NONE,970.79,21.56,1,0
30.99,46.32,1,202.21,-9.79,NONE,1313.04,9.06,10,1
23.33,83.81,1,164.12,-2.76,NONE,1542.79,-4.92,0,0
36.69,60.02,1,111.68,-62.08,ENTER,1341.58,-2.48,0,1
26.35,51.02,1,245.85,-23.93,NONE,1531.83,17.36,3,1
25.1,51.16,0,237.77,6.49,NONE,1255.97,-2.26,0,0
28.77,71.42,1,178.59,25.44,NONE,1651.34,10.52,5,1
34.11,49.52,0,178.73,-8.14,NONE,1534.11,7.0,4,0
27.44,79.4,0,112.56,-52.48,ENTER,1301.56,-20.14,1,0
34.77,60.93,0,201.05,10.88,NONE,1285.76,-33.02,3,0
33.41,59.99,0,253.09,5.44,NONE,1100.48,-2.62,0,0
30.92,62.7,0,232.08,2.6,NONE,1308.34,-22.05,4,0
28.09,63.02,1,233.73,-3.48,NONE,1269.83,9.06,1,0
27.8,50.46,1,206.23,-17.49,NONE,1170.77,14.18,7,1
30.51,57.16,0,193.42,5.87,NONE,1303.15,11.05,5,0
26.26,35.86,0,203.83,-0.36,NONE,1933.06,-19.77,4,1
33.47,76.57,0,155.86,9.03,NONE,1014.34,11.42,4,0
27.67,72.95,1,264.22,10.06,NONE,1050.68,-9.24,1,1
27.81,65.08,0,173.43,39.55,EXIT,1479.85,7.0,1,0
32.79,68.35,0,282.14,4.88,NONE,983.44,-8.45,2,0
29.13,73.75,1,154.15,-54.46,NONE,1800.77,-10.98,6,1
24.06,66.66,1,156.5,0.49,NONE,1100.39,-17.42,1,0
31.27,33.12,0,258.79,35.4,EXIT,1337.41,5.13,0,0
31.59,63.54,0,306.5,10.38,NONE,1324.32,-8.83,0,0
26.68,77.99,0,148.9,1.0,NONE,1462.14,24.73,2,0
31.21,68.22,0,209.38,-4.36,NONE,963.24,-5.07,10,1
24.36,58.1,0,159.67,0.25,NONE,1521.59,-21.32,1,1
35.07,64.62,0,265.46,-4.9,NONE,1130.41,5.75,0,0
33.79,67.19,0,161.83,1.79,NONE,1301.12,1.78,4,0
30.58,77.61,1,131.81,0.32,NONE,1469.49,-15.25,0,0
26.9,72.52,0,153.55,17.14,NONE,1548.48,-17.46,1,0
32.1,61.22,0,138.52,4.52,NONE,1128.52,7.93,3,0
28.12,51.16,0,246.38,38.86,EXIT,1163.27,10.95,3,1
28.67,58.7,1,178.77,-14.36,NONE,1341.67,23.4,4,1
27.2,87.97,1,188.02,33.12,NONE,1306.2,33.34,3,1
26.87,50.49,0,194.0,-4.65,NONE,1879.65,20.0,14,1
30.43,76.14,0,171.25,36.16,EXIT,1430.3,13.95,0,0
28.92,51.34,1,215.97,40.25,NONE,1527.81,2.53,5,1
30.65,71.35,0,225.66,27.35,NONE,1251.81,-26.93,2,0
25.61,67.42,0,245.18,-9.69,NONE,1706.12,11.09,8,1
30.1,83.69,0,210.22,-6.71,NONE,877.67,7.55,0,1
35.99,65.85,1,212.1,1.45,ENTER,1209.57,13.92,2,0
27.22,56.27,0,240.77,33.81,EXIT,1302.38,29.87,4,1
30.68,68.29,0,177.67,-2.95,NONE,1229.89,-17.98,4,0
31.22,69.05,0,156.56,-8.5,NONE,1421.01,-15.57,4,0
22.35,68.18,0,262.08,-12.44,NONE,1461.09,25.77,0,0
29.88,61.68,0,291.08,-6.97,NONE,1133.22,-8.49,1,0
24.23,82.45,0,206.8,-2.37,NONE,1406.91,56.76,0,0
28.77,74.65,1,236.58,-3.88,NONE,1296.42,33.11,4,1
24.22,66.97,0,186.35,18.14,NONE,1391.33,54.95,8,1
26.34,54.78,0,220.4,-9.36,NONE,1526.92,-34.33,3,0
31.05,40.9,0,171.37,-4.83,NONE,1204.87,9.85,5,1
28.39,54.73,0,287.09,3.98,NONE,1577.48,-25.38,3,0
23.79,72.68,0,252.65,-6.05,NONE,1296.32,-11.91,1,1
25.94,61.15,0,197.85,-0.35,NONE,1300.67,-13.93,2,0
26.58,64.59,0,148.72,-1.98,NONE,1189.65,13.66,1,0
35.16,50.09,0,203.27,-34.84,ENTER,1774.97,8.28,4,0
32.71,46.93,1,203.66,-3.45,NONE,1455.85,-28.19,3,1
36.26,58.66,1,179.21,-23.93,NONE,1289.11,19.95,0,1
30.81,50.01,0,210.72,15.9,NONE,1379.12,6.43,0,0
30.21,53.15,0,163.46,-5.61,NONE,836.09,-3.16,4,0
35.9,49.15,0,283.53,-49.14,ENTER,1260.75,14.92,0,0
24.47,27.76,1,155.46,4.27,NONE,1635.88,-21.34,5,0
31.48,76.69,0,243.58,-1.67,NONE,1551.88,-15.32,3,0
26.1,48.55,0,201.94,3.07,NONE,962.78,21.87,2,0
29.62,61.54,1,118.38,-95.96,ENTER,1873.34,-7.55,5,1
26.12,40.03,1,214.91,11.73,NONE,1901.33,16.6,5,1
35.38,73.71,1,257.2,-6.32,NONE,1544.36,18.34,4,1
29.0,58.5,0,158.16,-7.7,NONE,1403.02,38.94,3,0
32.68,62.45,1,162.29,-0.78,NONE,1461.34,-2.42,1,0
29.22,38.92,0,192.51,11.22,NONE,1329.47,10.16,8,1
25.07,39.46,0,157.67,17.13,NONE,1518.27,9.93,11,1
30.06,67.71,0,178.75,-19.87,NONE,1147.7,-1.69,1,0
31.5,57.03,0,284.49,-11.6,NONE,1825.25,-14.05,0,0
22.08,79.02,1,132.44,-39.77,NONE,1367.76,28.9,5,1
31.73,71.77,1,277.71,-20.39,NONE,1422.78,36.41,5,1
40.0,77.52,0,197.22,10.18,NONE,1608.11,-3.9,3,1
22.25,36.65,0,199.71,5.41,EXIT,1760.72,-7.12,4,1
28.19,62.88,0,53.3,-60.67,ENTER,500.0,32.32,1,1
28.66,84.38,0,176.69,16.78,NONE,1142.33,6.66,0,1
27.19,66.96,1,107.8,-100.05,ENTER,1610.35,12.13,1,1
27.47,65.11,0,268.77,16.6,EXIT,1260.71,43.9,0,0
28.85,77.74,1,121.29,-30.73,NONE,1607.06,36.06,5,1
23.45,62.76,0,171.58,-8.2,NONE,1757.58,2.59,6,1
31.22,44.17,1,174.13,-16.3,NONE,848.36,14.94,0,0
35.75,67.99,0,183.88,-7.28,NONE,1546.2,-57.83,4,0
31.01,66.68,1,171.99,19.27,NONE,1327.43,-20.43,2,1
