current,power,occupancy_count,fan_state,light_state,energy_status
0.009,0.129,1,0,0,LOW
0.649,7.803,1,1,0,NORMAL
0.744,8.995,1,1,1,NORMAL
1.057,12.76,0,1,1,WASTAGE
0.972,11.732,1,1,1,NORMAL
0.977,11.676,0,1,1,WASTAGE
0.037,0.312,0,0,0,NORMAL
0.732,8.835,0,1,1,WASTAGE
0.015,0.157,0,0,0,NORMAL
0.023,0.274,0,0,0,NORMAL
0.526,6.379,0,1,0,WASTAGE
0.036,0.362,0,0,0,NORMAL
0.659,7.886,0,1,1,WASTAGE
0.429,5.251,0,1,0,WASTAGE
0.481,5.742,0,0,1,WASTAGE
0.028,0.331,1,0,0,LOW
0.513,6.13,0,1,0,WASTAGE
0.713,8.607,1,1,1,NORMAL
0.716,8.598,1,1,1,NORMAL
0.368,4.4,0,0,1,WASTAGE
0.467,5.703,0,1,0,WASTAGE
0.019,0.123,0,0,0,NORMAL
0.004,0.063,0,0,0,NORMAL
0.543,6.5,1,1,0,NORMAL
0.329,3.95,0,0,1,WASTAGE
0.013,0.206,1,0,0,LOW
0.742,8.903,0,1,0,WASTAGE
0.691,8.353,0,1,0,WASTAGE
0.905,10.9,1,1,1,NORMAL
0.0,0.068,0,0,0,NORMAL
0.402,4.763,0,1,0,WASTAGE
0.537,6.422,1,1,0,NORMAL
0.791,9.488,1,1,1,NORMAL
0.503,6.031,0,0,1,WASTAGE
0.022,0.075,1,0,0,LOW
0.596,7.153,1,1,0,NORMAL
0.527,6.34,1,1,0,NORMAL
0.68,8.184,1,1,0,NORMAL
0.026,0.277,0,0,0,NORMAL
0.69,8.277,1,1,0,NORMAL
0.694,8.215,0,1,0,WASTAGE
0.689,8.259,1,1,1,NORMAL
0.009,0.091,0,0,0,NORMAL
0.007,0.016,1,0,0,LOW
0.01,0.158,0,0,0,NORMAL
0.86,10.371,1,1,1,NORMAL
0.444,5.352,0,0,1,WASTAGE
0.546,6.612,1,1,0,NORMAL
0.484,5.785,0,0,1,WASTAGE
0.742,8.992,0,1,1,WASTAGE
0.487,5.893,0,1,0,WASTAGE
0.0,0.055,0,0,0,NORMAL
0.79,9.587,1,1,1,NORMAL
0.588,7.041,1,1,0,NORMAL
0.009,0.153,0,0,0,NORMAL
0.631,7.605,0,1,0,WASTAGE
0.707,8.417,1,1,1,NORMAL
0.037,0.397,0,0,0,NORMAL
0.482,5.739,1,1,0,NORMAL
0.659,7.855,0,1,0,WASTAGE
0.506,6.077,1,1,0,NORMAL
0.527,6.364,0,0,1,WASTAGE
0.364,4.38,0,0,1,WASTAGE
0.026,0.355,1,0,0,LOW
0.731,8.742,1,1,1,NORMAL
0.042,0.496,0,0,0,NORMAL
0.644,7.661,0,1,0,WASTAGE
0.488,5.828,1,1,0,NORMAL
0.298,3.667,0,0,1,WASTAGE
0.011,0.079,1,0,0,LOW
0.727,8.773,0,1,0,WASTAGE
0.632,7.634,0,1,1,WASTAGE
0.0,0.006,0,0,0,NORMAL
0.479,5.768,0,0,1,WASTAGE
0.862,10.395,0,1,1,WASTAGE
0.44,5.191,1,1,0,NORMAL
0.574,6.907,1,1,0,NORMAL
0.399,4.713,0,0,1,WASTAGE
0.831,9.973,0,1,1,WASTAGE
0.296,3.518,0,0,1,WASTAGE
1.029,12.314,0,1,1,WASTAGE
0.546,6.42,1,1,0,NORMAL
0.941,11.401,0,1,1,WASTAGE
0.014,0.289,0,0,0,NORMAL
0.441,5.179,0,0,1,WASTAGE
0.799,9.662,1,1,1,NORMAL
0.755,9.093,0,1,1,WASTAGE
0.64,7.631,1,1,0,NORMAL
0.8,9.594,1,1,1,NORMAL
0.813,9.78,0,1,1,WASTAGE
0.028,0.295,1,0,0,LOW
0.838,10.031,0,1,1,WASTAGE
1.006,12.035,0,1,1,WASTAGE
0.582,6.978,0,0,1,WASTAGE
0.776,9.359,0,1,1,WASTAGE
0.024,0.273,0,0,0,NORMAL
0.0,0.049,1,0,0,LOW
0.275,3.319,0,0,1,WASTAGE
0.406,4.914,0,1,0,WASTAGE
0.386,4.591,0,1,0,WASTAGE
0.538,6.504,0,1,0,WASTAGE
0.041,0.484,0,0,0,NORMAL
0.025,0.289,1,0,0,LOW
0.032,0.466,0,0,0,NORMAL
0.02,0.164,1,0,0,LOW
0.003,0.008,1,0,0,LOW
0.003,0.091,0,0,0,NORMAL
0.277,3.347,0,0,1,WASTAGE
0.762,9.246,1,1,1,NORMAL
0.901,10.775,0,1,1,WASTAGE
0.721,8.701,1,1,1,NORMAL
0.434,5.262,0,0,1,WASTAGE
0.684,8.141,0,1,1,WASTAGE
0.988,11.728,1,1,1,NORMAL
0.005,0.117,1,0,0,LOW
0.548,6.612,1,1,0,NORMAL
0.027,0.206,1,0,0,LOW
0.024,0.359,0,0,0,NORMAL
0.71,8.456,1,1,0,NORMAL
0.497,5.895,0,0,1,WASTAGE
0.01,0.19,0,0,0,NORMAL
0.687,8.287,1,1,1,NORMAL
0.495,5.84,0,1,0,WASTAGE
0.947,11.325,0,1,1,WASTAGE
0.979,11.743,0,1,1,WASTAGE
0.622,7.441,0,1,0,WASTAGE
0.021,0.253,1,0,0,LOW
0.693,8.383,1,1,0,NORMAL
0.965,11.663,0,1,1,WASTAGE
0.005,0.1,0,0,0,NORMAL
0.791,9.501,0,1,1,WASTAGE
0.035,0.37,1,0,0,LOW
0.493,5.895,0,1,0,WASTAGE
0.006,0.076,1,0,0,LOW
1.015,12.106,0,1,1,WASTAGE
0.479,5.687,1,1,0,NORMAL
0.348,4.239,0,0,1,WASTAGE
0.92,11.019,0,1,1,WASTAGE
0.824,9.883,0,1,1,WASTAGE
0.559,6.798,1,1,0,NORMAL
0.01,0.044,1,0,0,LOW
0.047,0.5,0,0,0,NORMAL
0.517,6.074,0,0,1,WASTAGE
0.022,0.229,0,0,0,NORMAL
0.596,7.183,0,1,0,WASTAGE
1.074,12.945,0,1,1,WASTAGE
0.439,5.29,0,1,0,WASTAGE
0.53,6.391,0,1,0,WASTAGE
0.481,5.75,0,0,1,WASTAGE
0.504,6.083,1,1,0,NORMAL
0.006,0.013,1,0,0,LOW
0.464,5.575,0,0,1,WASTAGE
0.488,5.879,0,0,1,WASTAGE
0.415,4.978,0,0,1,WASTAGE
0.018,0.205,0,0,0,NORMAL
0.59,7.01,1,1,0,NORMAL
0.474,5.65,0,0,1,WASTAGE
0.884,10.637,0,1,1,WASTAGE
0.458,5.604,1,1,0,NORMAL
0.954,11.391,1,1,1,NORMAL
0.469,5.615,0,0,1,WASTAGE
0.555,6.725,0,0,1,WASTAGE
0.739,8.894,0,1,0,WASTAGE
0.825,9.926,1,1,1,NORMAL
0.287,3.38,0,0,1,WASTAGE
0.955,11.489,0,1,1,WASTAGE
0.01,0.074,0,0,0,NORMAL
0.483,5.698,0,1,0,WASTAGE
0.001,0.112,1,0,0,LOW
0.871,10.599,0,1,1,WASTAGE
0.308,3.677,0,0,1,WASTAGE
0.442,5.436,0,0,1,WASTAGE
0.716,8.627,0,1,1,WASTAGE
0.87,10.394,0,1,1,WASTAGE
0.632,7.649,1,1,0,NORMAL
0.003,0.016,0,0,0,NORMAL
0.849,10.197,1,1,1,NORMAL
0.749,9.01,1,1,1,NORMAL
0.625,7.39,0,1,0,WASTAGE
0.012,0.13,0,0,0,NORMAL
0.866,10.471,0,1,1,WASTAGE
0.028,0.374,0,0,0,NORMAL
0.629,7.586,1,1,0,NORMAL
0.59,7.111,0,1,0,WASTAGE
0.027,0.365,1,0,0,LOW
0.358,4.33,0,0,1,WASTAGE
0.392,4.658,0,1,0,WASTAGE
0.591,7.108,1,1,1,NORMAL
0.882,10.603,1,1,1,NORMAL
0.035,0.402,0,0,0,NORMAL
1.03,12.418,0,1,1,WASTAGE
0.686,8.212,1,1,0,NORMAL
0.885,10.656,1,1,1,NORMAL
0.764,9.135,0,1,1,WASTAGE
0.352,4.288,0,0,1,WASTAGE
0.025,0.341,1,0,0,LOW
0.283,3.35,0,0,1,WASTAGE
0.014,0.215,1,0,0,LOW
0.57,6.947,0,1,0,WASTAGE
0.023,0.335,1,0,0,LOW
0.513,6.168,0,1,0,WASTAGE
0.694,8.446,0,1,0,WASTAGE
0.022,0.247,0,0,0,NORMAL
0.562,6.806,0,0,1,WASTAGE
0.546,6.535,0,0,1,WASTAGE
0.002,0.021,0,0,0,NORMAL
0.484,5.806,0,0,1,WASTAGE
0.847,10.154,0,1,1,WASTAGE
0.458,5.484,1,1,0,NORMAL
0.634,7.664,1,1,0,NORMAL
0.278,3.293,0,0,1,WASTAGE
0.027,0.356,0,0,0,NORMAL
1.087,12.969,0,1,1,WASTAGE
0.569,6.89,0,1,0,WASTAGE
0.004,0.005,1,0,0,LOW
0.646,7.774,1,1,0,NORMAL
0.626,7.595,0,1,0,WASTAGE
0.904,10.852,1,1,1,NORMAL
0.399,4.722,0,0,1,WASTAGE
0.434,5.065,0,0,1,WASTAGE
0.335,3.955,0,0,1,WASTAGE
0.939,11.292,0,1,1,WASTAGE
0.434,5.251,0,0,1,WASTAGE
0.033,0.494,0,0,0,NORMAL
0.493,5.895,0,1,0,WASTAGE
0.698,8.378,0,1,0,WASTAGE
0.757,8.977,1,1,1,NORMAL
0.55,6.525,0,0,1,WASTAGE
0.568,6.791,0,1,0,WASTAGE
0.659,8.026,1,1,0,NORMAL
0.036,0.391,1,0,0,LOW
0.017,0.124,0,0,0,NORMAL
0.001,0.087,0,0,0,NORMAL
0.45,5.365,0,0,1,WASTAGE
0.536,6.398,1,1,0,NORMAL
0.731,8.88,1,1,1,NORMAL
0.801,9.583,1,1,1,NORMAL
0.525,6.281,0,1,0,WASTAGE
0.492,5.902,1,1,0,NORMAL
0.765,9.21,0,1,1,WASTAGE
0.361,4.271,0,0,1,WASTAGE
0.682,8.114,0,1,1,WASTAGE
0.011,0.157,0,0,0,NORMAL
0.586,6.992,0,0,1,WASTAGE
0.033,0.357,1,0,0,LOW
0.005,0.172,1,0,0,LOW
0.435,5.217,1,1,0,NORMAL
0.444,5.289,0,1,0,WASTAGE
0.039,0.395,1,0,0,LOW
0.619,7.374,1,1,1,NORMAL
0.944,11.278,0,1,1,WASTAGE
0.034,0.453,0,0,0,NORMAL
0.031,0.405,0,0,0,NORMAL
0.423,5.048,0,0,1,WASTAGE
0.432,5.2,1,1,0,NORMAL
0.03,0.274,1,0,0,LOW
0.003,0.005,0,0,0,NORMAL
0.022,0.313,1,0,0,LOW
0.679,8.129,1,1,0,NORMAL
0.016,0.217,0,0,0,NORMAL
0.815,9.847,1,1,1,NORMAL
0.03,0.363,0,0,0,NORMAL
0.393,4.738,0,1,0,WASTAGE
0.58,6.973,0,0,1,WASTAGE
0.557,6.675,0,0,1,WASTAGE
0.519,6.27,0,0,1,WASTAGE
0.25,3.038,0,0,1,WASTAGE
0.023,0.281,1,0,0,LOW
0.683,8.204,0,1,0,WASTAGE
1.068,12.902,0,1,1,WASTAGE
0.873,10.423,0,1,1,WASTAGE
0.592,7.05,1,1,0,NORMAL
0.684,8.254,0,1,1,WASTAGE
0.724,8.751,0,1,1,WASTAGE
0.656,7.799,1,1,0,NORMAL
0.535,6.416,0,1,0,WASTAGE
0.738,8.821,0,1,0,WASTAGE
0.495,5.878,0,0,1,WASTAGE
0.002,0.031,1,0,0,LOW
1.047,12.563,0,1,1,WASTAGE
0.015,0.119,1,0,0,LOW
0.364,4.365,0,0,1,WASTAGE
0.022,0.265,0,0,0,NORMAL
0.639,7.636,1,1,1,NORMAL
0.61,7.323,0,1,0,WASTAGE
0.94,11.306,1,1,1,NORMAL
0.015,0.22,1,0,0,LOW
0.017,0.145,1,0,0,LOW
0.648,7.821,0,1,1,WASTAGE
0.412,4.973,0,0,1,WASTAGE
0.795,9.563,1,1,1,NORMAL
0.548,6.584,0,0,1,WASTAGE
0.017,0.126,1,0,0,LOW
0.699,8.391,1,1,1,NORMAL
0.37,4.456,0,0,1,WASTAGE
0.813,9.85,0,1,1,WASTAGE
0.039,0.496,0,0,0,NORMAL
0.88,10.549,1,1,1,NORMAL
0.529,6.401,0,0,1,WASTAGE
0.481,5.755,0,0,1,WASTAGE
0.036,0.432,0,0,0,NORMAL
0.471,5.695,1,1,0,NORMAL
0.731,8.731,0,1,0,WASTAGE
0.574,7.009,0,1,0,WASTAGE
1.063,12.677,0,1,1,WASTAGE
0.311,3.685,0,0,1,WASTAGE
0.0,0.071,0,0,0,NORMAL
1.058,12.644,0,1,1,WASTAGE
0.005,0.087,1,0,0,LOW
0.463,5.573,0,0,1,WASTAGE
0.014,0.157,1,0,0,LOW
0.033,0.349,1,0,0,LOW
0.924,11.178,1,1,1,NORMAL
1.079,12.938,0,1,1,WASTAGE
1.029,12.39,0,1,1,WASTAGE
0.41,4.954,0,0,1,WASTAGE
0.526,6.324,0,0,1,WASTAGE
0.641,7.788,0,1,0,WASTAGE
0.377,4.636,0,0,1,WASTAGE
0.7,8.369,0,1,0,WASTAGE
0.525,6.376,0,0,1,WASTAGE
0.916,10.939,0,1,1,WASTAGE
0.017,0.213,1,0,0,LOW
0.766,9.128,0,1,1,WASTAGE
0.723,8.622,1,1,1,NORMAL
0.821,9.791,0,1,1,WASTAGE
0.76,9.018,1,1,1,NORMAL
0.597,7.141,1,1,0,NORMAL
0.012,0.248,0,0,0,NORMAL
0.453,5.513,1,1,0,NORMAL
0.554,6.606,0,0,1,WASTAGE
0.618,7.478,0,1,0,WASTAGE
0.701,8.458,1,1,0,NORMAL
0.479,5.774,0,0,1,WASTAGE
0.023,0.23,1,0,0,LOW
0.928,11.097,1,1,1,NORMAL
0.634,7.605,1,1,1,NORMAL
0.012,0.117,0,0,0,NORMAL
0.014,0.231,1,0,0,LOW
0.554,6.648,1,1,0,NORMAL
0.28,3.398,0,0,1,WASTAGE
0.569,6.855,0,0,1,WASTAGE
0.548,6.601,0,1,0,WASTAGE
0.416,4.918,0,1,0,WASTAGE
0.722,8.627,1,1,1,NORMAL
0.011,0.097,0,0,0,NORMAL
0.668,8.047,1,1,0,NORMAL
0.01,0.051,1,0,0,LOW
0.568,6.818,0,0,1,WASTAGE
0.651,7.767,1,1,1,NORMAL
0.649,7.815,0,1,0,WASTAGE
0.027,0.317,1,0,0,LOW
0.028,0.318,0,0,0,NORMAL
0.532,6.395,0,0,1,WASTAGE
0.01,0.139,1,0,0,LOW
0.538,6.439,0,0,1,WASTAGE
0.877,10.584,0,1,1,WASTAGE
0.431,5.157,1,1,0,NORMAL
0.824,9.767,1,1,1,NORMAL
0.555,6.719,1,1,0,NORMAL
0.505,6.099,0,1,0,WASTAGE
0.757,9.162,0,1,1,WASTAGE
0.017,0.267,1,0,0,LOW
0.022,0.232,1,0,0,LOW
0.023,0.346,0,0,0,NORMAL
0.032,0.342,1,0,0,LOW
0.441,5.355,0,0,1,WASTAGE
0.437,5.232,0,1,0,WASTAGE
0.025,0.327,1,0,0,LOW
0.707,8.566,1,1,1,NORMAL
0.024,0.31,0,0,0,NORMAL
0.672,8.078,1,1,0,NORMAL
0.013,0.116,0,0,0,NORMAL
0.628,7.507,0,1,0,WASTAGE
0.015,0.094,0,0,0,NORMAL
0.621,7.547,1,1,1,NORMAL
0.025,0.328,0,0,0,NORMAL
0.018,0.177,0,0,0,NORMAL
0.602,7.169,1,1,0,NORMAL
0.004,0.147,1,0,0,LOW
0.039,0.413,0,0,0,NORMAL
0.016,0.162,1,0,0,LOW
0.324,3.773,0,0,1,WASTAGE
0.613,7.394,0,1,1,WASTAGE
0.026,0.318,0,0,0,NORMAL
0.037,0.337,1,0,0,LOW
0.512,6.05,1,1,0,NORMAL
0.013,0.167,1,0,0,LOW
0.309,3.742,0,0,1,WASTAGE
0.02,0.374,0,0,0,NORMAL
0.492,5.963,1,1,0,NORMAL
0.022,0.293,0,0,0,NORMAL
0.345,4.187,0,0,1,WASTAGE
0.664,7.944,1,1,1,NORMAL
0.471,5.654,0,1,0,WASTAGE
0.645,7.787,1,1,1,NORMAL
0.696,8.38,0,1,1,WASTAGE
0.03,0.399,1,0,0,LOW
0.642,7.7,1,1,1,NORMAL
0.512,6.117,0,0,1,WASTAGE
0.013,0.209,1,0,0,LOW
0.433,5.179,1,1,0,NORMAL
0.035,0.448,0,0,0,NORMAL
0.703,8.453,1,1,0,NORMAL
0.001,0.05,1,0,0,LOW
0.034,0.425,0,0,0,NORMAL
0.459,5.472,1,1,0,NORMAL
0.291,3.573,0,0,1,WASTAGE
0.49,5.954,0,0,1,WASTAGE
0.788,9.519,1,1,1,NORMAL
0.282,3.373,0,0,1,WASTAGE
0.932,11.158,1,1,1,NORMAL
0.664,7.949,1,1,0,NORMAL
0.021,0.3,1,0,0,LOW
0.486,5.9,0,1,0,WASTAGE
0.035,0.314,1,0,0,LOW
0.681,8.055,0,1,0,WASTAGE
0.895,10.753,1,1,1,NORMAL
0.02,0.252,0,0,0,NORMAL
0.863,10.357,1,1,1,NORMAL
0.029,0.375,1,0,0,LOW
0.024,0.305,0,0,0,NORMAL
0.019,0.148,0,0,0,NORMAL
0.482,5.726,0,1,0,WASTAGE
0.031,0.308,1,0,0,LOW
0.716,8.519,1,1,1,NORMAL
1.086,12.979,0,1,1,WASTAGE
0.915,10.968,1,1,1,NORMAL
0.509,6.043,0,0,1,WASTAGE
0.989,11.876,0,1,1,WASTAGE
0.612,7.321,1,1,0,NORMAL
0.027,0.156,0,0,0,NORMAL
0.333,4.034,0,0,1,WASTAGE
0.759,9.127,0,1,1,WASTAGE
0.468,5.583,0,0,1,WASTAGE
0.681,8.158,0,1,1,WASTAGE
0.455,5.45,0,1,0,WASTAGE
0.529,6.372,1,1,0,NORMAL
0.578,6.937,0,1,0,WASTAGE
0.488,5.892,0,0,1,WASTAGE
0.303,3.677,0,0,1,WASTAGE
0.008,0.078,1,0,0,LOW
0.034,0.429,0,0,0,NORMAL
0.382,4.596,0,1,0,WASTAGE
0.866,10.462,0,1,1,WASTAGE
0.422,5.024,1,1,0,NORMAL
0.572,6.887,1,1,0,NORMAL
0.025,0.243,1,0,0,LOW
0.688,8.225,1,1,0,NORMAL
0.983,11.812,1,1,1,NORMAL
0.61,7.275,1,1,1,NORMAL
0.466,5.64,1,1,0,NORMAL
1.05,12.598,0,1,1,WASTAGE
0.485,5.841,1,1,0,NORMAL
0.435,5.135,0,1,0,WASTAGE
0.565,6.785,0,1,0,WASTAGE
0.599,7.109,0,1,1,WASTAGE
0.016,0.234,1,0,0,LOW
0.324,3.838,0,0,1,WASTAGE
0.037,0.423,0,0,0,NORMAL
0.947,11.298,0,1,1,WASTAGE
0.811,9.804,0,1,1,WASTAGE
0.553,6.629,0,0,1,WASTAGE
0.571,6.792,1,1,0,NORMAL
0.0,0.039,0,0,0,NORMAL
0.945,11.366,1,1,1,NORMAL
0.591,7.022,1,1,0,NORMAL
0.011,0.18,1,0,0,LOW
0.573,6.832,1,1,0,NORMAL
0.007,0.14,1,0,0,LOW
0.809,9.697,0,1,1,WASTAGE
0.551,6.614,0,1,0,WASTAGE
0.009,0.114,0,0,0,NORMAL
0.505,6.144,0,0,1,WASTAGE
0.993,11.868,1,1,1,NORMAL
0.033,0.4,0,0,0,NORMAL
0.011,0.12,0,0,0,NORMAL
0.398,4.842,0,1,0,WASTAGE
0.863,10.275,0,1,1,WASTAGE
0.789,9.465,0,1,1,WASTAGE
0.666,7.946,1,1,0,NORMAL
0.968,11.738,1,1,1,NORMAL
0.019,0.233,1,0,0,LOW
0.952,11.372,0,1,1,WASTAGE
0.865,10.388,0,1,1,WASTAGE
0.034,0.29,0,0,0,NORMAL
0.567,6.846,0,1,0,WASTAGE
0.478,5.8,0,1,0,WASTAGE
0.026,0.172,1,0,0,LOW
0.729,8.665,0,1,0,WASTAGE
0.717,8.559,1,1,1,NORMAL
0.692,8.338,0,1,1,WASTAGE
0.741,8.974,0,1,1,WASTAGE
0.986,11.785,0,1,1,WASTAGE
1.052,12.643,0,1,1,WASTAGE
0.027,0.347,0,0,0,NORMAL
0.003,0.089,1,0,0,LOW
0.543,6.461,1,1,0,NORMAL
0.431,5.105,0,1,0,WASTAGE
0.599,7.281,0,1,0,WASTAGE
0.263,3.132,0,0,1,WASTAGE
0.015,0.187,1,0,0,LOW
0.269,3.294,0,0,1,WASTAGE
0.7,8.379,0,1,1,WASTAGE
0.712,8.511,0,1,1,WASTAGE
0.825,9.877,0,1,1,WASTAGE
0.043,0.37,1,0,0,LOW
0.883,10.602,1,1,1,NORMAL
0.919,10.981,0,1,1,WASTAGE
0.977,11.668,1,1,1,NORMAL
1.006,12.06,0,1,1,WASTAGE
0.0,0.051,0,0,0,NORMAL
0.701,8.433,0,1,0,WASTAGE
0.011,0.186,1,0,0,LOW
0.037,0.369,1,0,0,LOW
0.821,9.971,0,1,1,WASTAGE
0.663,7.975,0,1,1,WASTAGE
0.977,11.71,1,1,1,NORMAL
0.716,8.636,1,1,1,NORMAL
1.026,12.467,0,1,1,WASTAGE
0.927,11.159,1,1,1,NORMAL
0.584,6.921,1,1,0,NORMAL
0.884,10.657,0,1,1,WASTAGE
0.03,0.325,1,0,0,LOW
0.532,6.388,0,1,0,WASTAGE
0.774,9.264,0,1,1,WASTAGE
0.91,11.007,1,1,1,NORMAL
0.026,0.285,1,0,0,LOW
0.823,9.771,1,1,1,NORMAL
0.653,7.866,1,1,0,NORMAL
0.921,11.054,1,1,1,NORMAL
0.024,0.253,0,0,0,NORMAL
0.019,0.246,0,0,0,NORMAL
0.27,3.31,0,0,1,WASTAGE
0.795,9.609,1,1,1,NORMAL
1.038,12.39,0,1,1,WASTAGE
0.023,0.186,0,0,0,NORMAL
0.021,0.149,0,0,0,NORMAL
0.489,5.817,0,1,0,WASTAGE
0.018,0.149,0,0,0,NORMAL
0.029,0.33,0,0,0,NORMAL
0.017,0.259,0,0,0,NORMAL
0.788,9.383,1,1,1,NORMAL
0.585,7.085,1,1,0,NORMAL
0.255,3.133,0,0,1,WASTAGE
0.574,7.013,1,1,1,NORMAL
0.031,0.35,1,0,0,LOW
0.898,10.744,0,1,1,WASTAGE
0.681,8.196,1,1,0,NORMAL
0.969,11.681,0,1,1,WASTAGE
1.012,12.192,0,1,1,WASTAGE
0.51,6.106,0,1,0,WASTAGE
0.485,5.826,0,1,0,WASTAGE
0.984,11.788,0,1,1,WASTAGE
0.646,7.74,1,1,0,NORMAL
0.811,9.692,1,1,1,NORMAL
0.596,7.158,1,1,0,NORMAL
0.032,0.354,0,0,0,NORMAL
0.662,7.856,1,1,0,NORMAL
0.56,6.695,1,1,0,NORMAL
0.004,0.07,0,0,0,NORMAL
0.346,4.095,0,0,1,WASTAGE
0.777,9.438,0,1,1,WASTAGE
0.522,6.37,0,0,1,WASTAGE
0.926,11.156,1,1,1,NORMAL
0.592,7.079,0,1,1,WASTAGE
0.597,7.154,0,1,0,WASTAGE
0.013,0.089,1,0,0,LOW
0.738,8.865,0,1,0,WASTAGE
0.64,7.681,1,1,1,NORMAL
0.035,0.302,0,0,0,NORMAL
0.428,5.295,1,1,0,NORMAL
0.746,8.962,0,1,0,WASTAGE
0.385,4.573,0,0,1,WASTAGE
0.011,0.238,0,0,0,NORMAL
0.017,0.294,1,0,0,LOW
1.09,12.999,0,1,1,WASTAGE
0.462,5.621,0,0,1,WASTAGE
0.038,0.36,1,0,0,LOW
0.502,6.007,0,1,0,WASTAGE
0.422,4.973,0,0,1,WASTAGE
0.014,0.239,1,0,0,LOW
0.721,8.612,0,1,0,WASTAGE
0.433,5.282,1,1,0,NORMAL
0.253,3.026,0,0,1,WASTAGE
0.392,4.803,0,0,1,WASTAGE
0.027,0.311,0,0,0,NORMAL
0.405,4.909,0,1,0,WASTAGE
0.0,0.04,0,0,0,NORMAL
0.011,0.129,1,0,0,LOW
0.388,4.68,0,1,0,WASTAGE
0.03,0.403,0,0,0,NORMAL
0.717,8.598,0,1,0,WASTAGE
0.611,7.266,0,1,0,WASTAGE
0.556,6.781,1,1,0,NORMAL
0.017,0.225,1,0,0,LOW
0.4,4.987,0,1,0,WASTAGE
0.858,10.23,1,1,1,NORMAL
0.672,8.086,0,1,0,WASTAGE
0.823,9.799,1,1,1,NORMAL
0.687,8.186,1,1,1,NORMAL
0.021,0.232,1,0,0,LOW
0.466,5.534,0,0,1,WASTAGE
0.991,11.988,0,1,1,WASTAGE
0.468,5.666,1,1,0,NORMAL
0.011,0.165,0,0,0,NORMAL
0.01,0.093,1,0,0,LOW
0.706,8.379,1,1,0,NORMAL
0.017,0.202,1,0,0,LOW
0.72,8.647,1,1,1,NORMAL
0.487,5.95,0,1,0,WASTAGE
1.01,12.24,0,1,1,WASTAGE
0.717,8.604,1,1,1,NORMAL
0.462,5.603,1,1,0,NORMAL
0.432,5.215,0,1,0,WASTAGE
0.698,8.352,0,1,1,WASTAGE
0.032,0.408,0,0,0,NORMAL
1.077,12.834,0,1,1,WASTAGE
0.016,0.06,1,0,0,LOW
0.709,8.481,0,1,0,WASTAGE
0.01,0.162,1,0,0,LOW
0.698,8.295,0,1,1,WASTAGE
0.364,4.37,0,0,1,WASTAGE
0.256,3.14,0,0,1,WASTAGE
0.697,8.413,1,1,1,NORMAL
0.744,8.915,1,1,1,NORMAL
0.466,5.613,0,1,0,WASTAGE
0.65,7.828,1,1,0,NORMAL
0.762,9.095,0,1,1,WASTAGE
0.421,5.044,0,0,1,WASTAGE
0.74,8.921,0,1,1,WASTAGE
0.872,10.522,1,1,1,NORMAL
0.007,0.09,1,0,0,LOW
0.0,0.002,1,0,0,LOW
0.934,11.182,0,1,1,WASTAGE
0.418,5.0,1,1,0,NORMAL
0.76,9.101,0,1,1,WASTAGE
0.663,7.938,0,1,0,WASTAGE
0.024,0.244,1,0,0,LOW
0.581,7.095,0,1,0,WASTAGE
0.663,7.884,1,1,0,NORMAL
0.018,0.137,0,0,0,NORMAL
0.032,0.347,0,0,0,NORMAL
0.53,6.403,0,0,1,WASTAGE
0.006,0.158,1,0,0,LOW
0.287,3.416,0,0,1,WASTAGE
0.034,0.28,1,0,0,LOW
0.013,0.064,1,0,0,LOW
0.574,7.014,0,1,0,WASTAGE
0.562,6.764,0,0,1,WASTAGE
0.642,7.678,1,1,1,NORMAL
0.033,0.395,1,0,0,LOW
0.915,11.146,1,1,1,NORMAL
0.789,9.379,1,1,1,NORMAL
0.536,6.386,0,1,0,WASTAGE
1.038,12.41,0,1,1,WASTAGE
0.588,7.012,1,1,1,NORMAL
0.028,0.361,1,0,0,LOW
0.643,7.838,0,1,1,WASTAGE
0.529,6.421,0,1,0,WASTAGE
0.641,7.74,1,1,0,NORMAL
0.57,6.832,0,1,0,WASTAGE
0.03,0.338,1,0,0,LOW
0.65,7.73,0,1,0,WASTAGE
0.028,0.281,0,0,0,NORMAL
0.796,9.52,1,1,1,NORMAL
0.499,5.938,0,0,1,WASTAGE
0.458,5.547,0,0,1,WASTAGE
0.543,6.5,0,1,0,WASTAGE
0.026,0.237,0,0,0,NORMAL
0.434,5.247,1,1,0,NORMAL
0.626,7.517,1,1,0,NORMAL
0.576,6.99,0,1,0,WASTAGE
0.904,10.764,0,1,1,WASTAGE
0.864,10.269,1,1,1,NORMAL
0.418,5.074,1,1,0,NORMAL
0.024,0.222,1,0,0,LOW
0.854,10.269,1,1,1,NORMAL
0.6,7.251,0,1,0,WASTAGE
0.451,5.454,1,1,0,NORMAL
0.01,0.13,1,0,0,LOW
0.498,6.086,1,1,0,NORMAL
0.292,3.509,0,0,1,WASTAGE
0.642,7.631,1,1,1,NORMAL
0.328,3.897,0,0,1,WASTAGE
0.695,8.347,0,1,0,WASTAGE
0.587,7.091,0,1,1,WASTAGE
0.012,0.092,1,0,0,LOW
0.012,0.121,0,0,0,NORMAL
0.549,6.665,0,1,0,WASTAGE
0.027,0.343,0,0,0,NORMAL
0.867,10.459,1,1,1,NORMAL
